player_name,player_link_ep,nation,position,height_cm,weight_kg,shoots,player_type,nhl_rights,draft,highlights,description
Marián Hossa,https://www.eliteprospects.com/player/4720/marian-hossa,Slovakia,RW,187,94,L,"['Dangler', 'Sniper', 'Two-Way Forward']",,"('1', '12', '1997')","['6-time Slovakian Player of the Year (Golden puck)', '1-time CHL All-Rookie Team', '1-time CHL First All-Star Team', '1-time CHL Memorial Cup Champion', '1-time Hockey Hall of Fame', '1-time NHL All-Rookie Team', '1-time NHL Second All-Star Team', '3-time NHL Stanley Cup Champion', '1-time Slovakian Extraliga Champion', '1-time WHL (West) First All-Star Team', '1-time WHL Champion', '1-time WHL Rookie of the Year (Jim Piggott Trophy)']","Hossa is a very skilled winger with awesome offensive instincts. Handles the puck extremely well and with great poise. Hard to knock off stride, strong as an ox. Owns a terrific shot, both slap and wrist. Backchecks very hard even though he is an offense-first player."
Sergei Samsonov,https://www.eliteprospects.com/player/8667/sergei-samsonov,Russia,LW,174,84,R,,,"('1', '8', '1997')","['1-time U18 EJC Gold Medal', '2-time U20 WJC Bronze Medal', '1-time Olympic Bronze Medal', '1-time Hlinka Gretzky Cup Most Points', '1-time Hlinka Gretzky Cup Most Valuable Player', '1-time NHL All-Rookie Team', '1-time NHL Rookie of the Year (Calder Trophy)', '1-time RSL Champion', '1-time U20 WJC All-Star Team']","Samsonov entered the NHL with a boom. Displaying impressive stickhandling ability and terrific shiftiness, he was named Rookie of the Year. A wrist injury suffered during the 2002-03 season was the beginning of the end for the Russian winger. The following year, knee and rib injuries slowed him down further, and the old Samsonov never really returned."
Theo Fleury,https://www.eliteprospects.com/player/21306/theo-fleury,Canada,RW,168,82,R,"['Agitator', 'Sniper']",,"('8', '166', '1987')","['1-time U20 WJC Gold Medal', '1-time Olympic Gold Medal', '1-time World Championship Silver Medal', '1-time Canada Cup Champion', '1-time EIHL Most Assists', '1-time EIHL Most Points', '1-time NHL Second All-Star Team', '1-time NHL Stanley Cup Champion', '1-time U20 WJC All-Star Team', '1-time WHL (East) First All-Star Team', '1-time WHL (East) Second All-Star Team', '1-time WHL Most Points (Bobby Clarke Trophy)']","Cousin: Todd Holt

The 5'6 winger proved that height is just a number, scoring 455 goals and 1,088 points in 1,084 games. Fleury won the Stanley Cup with the Flames as a rookie in 1989 and later won Olympic gold with Canada in 2002. Theo set career highs in 1991 with 51 goals and 104 points and made 7 All-Star game appearances over his career."
Mats Sundin,https://www.eliteprospects.com/player/467/mats-sundin,Sweden,C,195,105,R,,,"('1', '1', '1989')","['1-time TV-Pucken Gold Medal', '3-time World Championship Gold Medal', '1-time Olympic Gold Medal', '2-time World Championship Silver Medal', '2-time World Championship Bronze Medal', '1-time Hockey Hall of Fame', '1-time IIHF Hall of Fame', '1-time NHL Mark Messier Leadership Award', '2-time NHL Second All-Star Team', '1-time Olympic All-Star Team', '1-time Olympic Most Points', '1-time SHL Champion', '1-time Swedish Junior Hockey Player of the Year (Årets Junior)', '3-time World Championship All-Star Team', '2-time World Championship Best Forward', '2-time World Championship Most Points', '1-time World Championship Most Valuable Player']","In 1989, the 6'5 Center became the first European to be selected 1st overall. Sundin scored 564 goals and 785 assists over 18 seasons, retiring as Toronto's franchise leader in goals and points. The 8x All-Star is the only Swede in NHL history to reach the 500-goal mark."
Scott Young,https://www.eliteprospects.com/player/8797/scott-young,USA,RW,185,91,R,,,"('1', '11', '1986')","['1-time World Cup Gold Medal', '1-time Olympic Silver Medal', '1-time U20 WJC Bronze Medal', '1-time NCAA (Hockey East) Champion', '2-time NHL Stanley Cup Champion', '1-time U20 WJC All-Star Team', '1-time United States Hockey Hall of Fame']","Son: Tyler Young
Known for his heavy slap shot. Played the point on the powerplay, was used on the penalty kill as well. Played as a defenseman prior to joining the NHL."
Keith Primeau,https://www.eliteprospects.com/player/8863/keith-primeau,Canada / USA,C,196,100,L,['Power Forward'],,"('1', '3', '1990')","['1-time World Championship Gold Medal', '1-time AHL Calder Cup Champion', '1-time OHL Most Goals', '1-time OHL Most Points (Eddie Powers Trophy)', '1-time OHL Second All-Star Team']","Primeau was a huge two-way center with terrific shutdown ability. He played a gritty, aggressive style of hockey, but could also put the puck in the net and set up linemates.
Unfortunately, his career was cut short due to post-concussion syndrome.
- Erik K."
Teemu Selänne,https://www.eliteprospects.com/player/2683/teemu-selanne,Finland,RW,183,91,R,"['Sniper', 'Speedster']",,"('1', '10', '1988')","['1-time Liiga Golden Helmet', '1-time U18 EJC Silver Medal', '1-time World Championship Silver Medal', '1-time Olympic Silver Medal', '3-time Olympic Bronze Medal', '1-time World Championship Bronze Medal', '1-time Finnish Hockey Hall of Fame', '1-time Hockey Hall of Fame', '1-time IIHF Hall of Fame', '2-time Liiga All-Star Team', '1-time Liiga Champion', '1-time NHL All-Rookie Team', '2-time NHL First All-Star Team', '3-time NHL Most Goals (Maurice Richard Trophy)', '1-time NHL Rookie of the Year (Calder Trophy)', '2-time NHL Second All-Star Team', '1-time NHL Sportsmanship Award (Bill Masterton Trophy)', '1-time NHL Stanley Cup Champion', '2-time Olympic All-Star Team', '1-time Olympic Best Forward', '2-time Olympic Most Points', '1-time Olympic Most Valuable Player', '1-time World Championship All-Star Team', '1-time World Championship Most Valuable Player']","Selänne is arguably the best Finnish player of all time. He was known as an excellent skater throughout his career, which earned him the nickname Finnish Flash. The prolific sniper became a phenomenon in the NHL already in his rookie season. In addition, he was respected as a player and a leader by his teammates, coaches and even by players from the opposing teams."
Shawn McEachern,https://www.eliteprospects.com/player/5675/shawn-mceachern,USA,LW,180,91,L,,,"('6', '110', '1987')","['1-time World Cup Gold Medal', '1-time NCAA (East) First All-American Team', '1-time NCAA (Hockey East) Champion', '1-time NHL Stanley Cup Champion']",
Joe Thornton,https://www.eliteprospects.com/player/3670/joe-thornton,Canada / Switzerland,C,193,100,L,"['Cerebral Tactician', 'PP Specialist']",,"('1', '1', '1997')","['1-time U20 WJC Gold Medal', '2-time World Cup Gold Medal', '1-time Olympic Gold Medal', '1-time World Championship Silver Medal', '1-time CHL All-Rookie Team', '1-time CHL Rookie of the Year', '1-time CHL Second All-Star Team', '1-time CHL Top Draft Prospect Award', '1-time Hockey Hall of Fame', '1-time NHL First All-Star Team', '3-time NHL Most Assists', '1-time NHL Most Points (Art Ross Trophy)', '1-time NHL Most Valuable Player (Hart Trophy)', '3-time NHL Second All-Star Team', '1-time NL Champion', '1-time NL Most Valuable Player', '1-time OHL First All-Rookie Team', '1-time OHL Rookie of the Year (Emms Family Award)', '1-time OHL Second All-Star Team', '1-time Spengler Cup Winner', '1-time World Championship All-Star Team', '1-time World Championship Most Points', '1-time World Championship Most Valuable Player']","Son : River Thornton
Cousins : Cody Thornton | Scott Thornton"
Jarome Iginla,https://www.eliteprospects.com/player/9036/jarome-iginla,Canada,RW,185,95,R,"['Net-Front Presence', 'Power Forward', 'Sniper']",,"('1', '11', '1995')","['1-time U20 WJC Gold Medal', '1-time World Championship Gold Medal', '2-time Olympic Gold Medal', '1-time World Cup Gold Medal', '1-time AEHL U18 Most Points', '1-time CHL First All-Star Team', '2-time CHL Memorial Cup Champion', '1-time Hlinka Gretzky Cup Most Points', '1-time Hockey Hall of Fame', '1-time NHL All-Rookie Team', '3-time NHL First All-Star Team', '1-time NHL Foundation Player Award', '1-time NHL Leadership-Humanitarian Award (King Clancy Trophy)', '1-time NHL MVP Selected by NHLPA (Ted Lindsay Award)', '1-time NHL Mark Messier Leadership Award', '2-time NHL Most Goals (Maurice Richard Trophy)', '1-time NHL Most Points (Art Ross Trophy)', '1-time NHL Second All-Star Team', '1-time U20 WJC All-Star Team', '1-time U20 WJC Best Forward', '1-time U20 WJC Most Points', '1-time WHL (West) First All-Star Team', '2-time WHL Champion', '1-time WHL Player of the Year (Four Broncos Trophy)']","Daughter: Jade Iginla
Sons: Joe Iginla & Tij Iginla
Sister: Theresa Iginla

The Calgary legend holds the franchise record for goals and points in a Flames uniform. Iginla is one of 20 players in NHL history to score 600 goals, totaling 625 over his 21-year career. Iggy also won several awards, including the Maurice Richard (2x), Art Ross, and Ted Lindsay."
Nicklas Lidström,https://www.eliteprospects.com/player/722/nicklas-lidstrom,Sweden,D,186,86,L,"['Leader', 'Puck-Moving Defenseman', 'Two-Way Defenseman']",,"('3', '53', '1989')","['1-time World Championship Gold Medal', '1-time Olympic Gold Medal', '1-time Triple Gold Club', '1-time World Championship Silver Medal', '1-time World Championship Bronze Medal', '1-time Hockey Hall of Fame', '1-time IIHF Hall of Fame', '1-time NHL All-Rookie Team', '7-time NHL Best Defenseman (Norris Trophy)', '10-time NHL First All-Star Team', '2-time NHL Second All-Star Team', '4-time NHL Stanley Cup Champion', '1-time NHL Stanley Cup MVP (Conn Smythe Trophy)', '1-time Olympic All-Star Team']","Sons: Kevin Lidström, Adam Lidström, Samuel Lidström
Nephew: Alexander Lundqvist

One of the all-time greats, Lidstrom ranks 6th all-time in defenseman scoring. Over his 20-year career, the Red Wings legend won 7 Norris Trophies, 4 Stanley Cups, a Conn Smythe, and is a member of the Triple Gold Club as well. The 12x All-Star is also the first European to captain a Stanley Cup winning team."
Ryan Smyth,https://www.eliteprospects.com/player/8888/ryan-smyth,Canada,LW,188,86,L,['Net-Front Presence'],,"('1', '6', '1994')","['1-time U20 WJC Gold Medal', '1-time Olympic Gold Medal', '2-time World Championship Gold Medal', '1-time World Cup Gold Medal', '1-time World Championship Silver Medal', '1-time CHL First All-Star Team', '1-time IIHF Hall of Fame', '1-time Spengler Cup Winner', '1-time WHL (East) Second All-Star Team']","Brother: Kevin Smyth
Son: Alex Smyth

Smyth has won gold at several tournaments, including the U20 World Junior Championship, Olympics, World Championship (x2), and World Cup. He played 15 of his 19 seasons with the Oilers and helped lead the team to Game 7 of the 2006 Stanley Cup Finals. Smyth retired from the NHL in 2014 with 386 goals and 842 points."
Daniel Alfredsson,https://www.eliteprospects.com/player/702/daniel-alfredsson,Sweden / Canada,RW,182,92,R,,,"('6', '133', '1994')","['1-time Olympic Gold Medal', '2-time World Championship Silver Medal', '1-time Olympic Silver Medal', '2-time World Championship Bronze Medal', '1-time Hockey Hall of Fame', '1-time IIHF Hall of Fame', '1-time NHL All-Rookie Team', '1-time NHL Leadership-Humanitarian Award (King Clancy Trophy)', '1-time NHL Mark Messier Leadership Award', '1-time NHL Rookie of the Year (Calder Trophy)', '1-time NHL Second All-Star Team', '1-time SHL Champion']","Brother: Henric Alfredsson
Sons: Fenix Alfredsson, Hugo Alfredsson, Loui Alfredsson

One of the best Swedish players in NHL history, Alfredsson leads the Senators franchise with 426 goals, 682 assists, and 1,108 points. The Ottawa legend won the Calder Trophy his rookie year, scoring 26 goals and 61 points. Over his career, Alfredsson won an SHL Championship in 2005 and Olympic gold with Sweden in 2006. Daniel is also a 6x All-Star and scored at least a point per game in 8 seasons."
Sergei Fedorov,https://www.eliteprospects.com/player/8619/sergei-fedorov,Russia,C,185,93,L,"['Cerebral Tactician', 'Speedster', 'Two-Way Center']",,"('4', '74', '1989')","['1-time U20 WJC Gold Medal', '3-time World Championship Gold Medal', '1-time U20 WJC Silver Medal', '1-time Olympic Silver Medal', '1-time World Championship Silver Medal', '1-time Olympic Bronze Medal', '1-time Hockey Hall of Fame', '1-time IIHF Hall of Fame', '1-time NHL All-Rookie Team', '1-time NHL First All-Star Team', '1-time NHL MVP Selected by NHLPA (Ted Lindsay Award)', '1-time NHL Most Valuable Player (Hart Trophy)', '3-time NHL Stanley Cup Champion', '2-time NHL Top Defensive Forward (Frank J. Selke Trophy)']","Brother: Fedor Fedorov

Fedorov was the 1st Russian player in NHL history to score 1,000 points, totaling 1,179 over his 18-year career. The 6x All-Star helped Detroit win 3 cups in the span of 6 years from 1997-2002. Sergei also won 2 Selke Trophies, a Ted Lindsay, and a Hart Trophy."
Jeff O'Neill,https://www.eliteprospects.com/player/8938/jeff-o-neill,Canada,RW,185,88,R,,,"('1', '5', '1994')","['1-time U20 WJC Gold Medal', '1-time CHL All-Rookie Team', '1-time CHL Second All-Star Team', '1-time CHL Top Draft Prospect Award', '1-time OHL First All-Rookie Team', '1-time OHL First All-Star Team', '1-time OHL Rookie of the Year (Emms Family Award)']","Brothers: Don O'Neill, Ryan O'Neill"
Paul Kariya,https://www.eliteprospects.com/player/9002/paul-kariya,Canada,LW,178,82,L,['Speedster'],,"('1', '4', '1993')","['1-time U20 WJC Gold Medal', '1-time World Championship Gold Medal', '1-time Olympic Gold Medal', '1-time Olympic Silver Medal', '1-time World Championship Silver Medal', '1-time CJHL RBC Player of the Year', '1-time Hockey Hall of Fame', '1-time NCAA (Championship) Winner', '1-time NCAA (East) First All-American Team', '1-time NCAA (Hockey East) Champion', '1-time NCAA Top Collegiate Player (Hobey Baker Award)', '1-time NHL All-Rookie Team', '3-time NHL First All-Star Team', '2-time NHL Gentleman Conduct (Lady Byng Trophy)', '2-time NHL Second All-Star Team', '1-time U20 WJC All-Star Team', '2-time World Championship All-Star Team', '1-time World Championship Best Forward']","Brothers: Martin Kariya & Steve Kariya

Kariya was a star from the get-go, drafted 4th overall in 1993 after scoring 100 points in 39 games in the NCAA. In just his 2nd NHL season, he set a career-high with 50 goals and 108 points. Kariya went on to record 402 goals and 989 points in 989 games, retiring in 2010 with 2 Lady Byng Trophies as well as Olympic, World Championship, and World Junior Championship gold."
