player_name,nation,position,height_cm,weight_cm,shoots,player_type,nhl_right,draft,highlights,"description
"
Mats Sundin,Sweden,C,195,105,R,,,"('1', '1', '1989')","['1-time TV-Pucken Gold Medal', '3-time World Championship Gold Medal', '1-time Olympic Gold Medal', '2-time World Championship Silver Medal', '2-time World Championship Bronze Medal', '1-time Hockey Hall of Fame', '1-time IIHF Hall of Fame', '1-time NHL Mark Messier Leadership Award', '2-time NHL Second All-Star Team', '1-time Olympic All-Star Team', '1-time Olympic Most Points', '1-time SHL Champion', '1-time Swedish Junior Hockey Player of the Year (Årets Junior)', '3-time World Championship All-Star Team', '2-time World Championship Best Forward', '2-time World Championship Most Points', '1-time World Championship Most Valuable Player']","In 1989, the 6'5 Center became the first European to be selected 1st overall. Sundin scored 564 goals and 785 assists over 18 seasons, retiring as Toronto's franchise leader in goals and points. The 8x All-Star is the only Swede in NHL history to reach the 500-goal mark."
Scott Young,USA,RW,185,91,R,,,"('1', '11', '1986')","['1-time World Cup Gold Medal', '1-time Olympic Silver Medal', '1-time U20 WJC Bronze Medal', '1-time NCAA (Hockey East) Champion', '2-time NHL Stanley Cup Champion', '1-time U20 WJC All-Star Team', '1-time United States Hockey Hall of Fame']","Son: Tyler Young
Known for his heavy slap shot. Played the point on the powerplay, was used on the penalty kill as well. Played as a defenseman prior to joining the NHL."
Keith Primeau,Canada / USA,C,196,100,L,['Power Forward'],,"('1', '3', '1990')","['1-time World Championship Gold Medal', '1-time AHL Calder Cup Champion', '1-time OHL Most Goals', '1-time OHL Most Points (Eddie Powers Trophy)', '1-time OHL Second All-Star Team']","Primeau was a huge two-way center with terrific shutdown ability. He played a gritty, aggressive style of hockey, but could also put the puck in the net and set up linemates.
Unfortunately, his career was cut short due to post-concussion syndrome.
- Erik K."
Teemu Selänne,Finland,RW,183,91,R,"['Sniper', 'Speedster']",,"('1', '10', '1988')","['1-time Liiga Golden Helmet', '1-time U18 EJC Silver Medal', '1-time World Championship Silver Medal', '1-time Olympic Silver Medal', '3-time Olympic Bronze Medal', '1-time World Championship Bronze Medal', '1-time Finnish Hockey Hall of Fame', '1-time Hockey Hall of Fame', '1-time IIHF Hall of Fame', '2-time Liiga All-Star Team', '1-time Liiga Champion', '1-time NHL All-Rookie Team', '2-time NHL First All-Star Team', '3-time NHL Most Goals (Maurice Richard Trophy)', '1-time NHL Rookie of the Year (Calder Trophy)', '2-time NHL Second All-Star Team', '1-time NHL Sportsmanship Award (Bill Masterton Trophy)', '1-time NHL Stanley Cup Champion', '2-time Olympic All-Star Team', '1-time Olympic Best Forward', '2-time Olympic Most Points', '1-time Olympic Most Valuable Player', '1-time World Championship All-Star Team', '1-time World Championship Most Valuable Player']","Selänne is arguably the best Finnish player of all time. He was known as an excellent skater throughout his career, which earned him the nickname Finnish Flash. The prolific sniper became a phenomenon in the NHL already in his rookie season. In addition, he was respected as a player and a leader by his teammates, coaches and even by players from the opposing teams."
Shawn McEachern,USA,LW,180,91,L,,,"('6', '110', '1987')","['1-time World Cup Gold Medal', '1-time NCAA (East) First All-American Team', '1-time NCAA (Hockey East) Champion', '1-time NHL Stanley Cup Champion']",
Joe Thornton,Canada / Switzerland,C,193,100,L,"['Cerebral Tactician', 'PP Specialist']",,"('1', '1', '1997')","['1-time U20 WJC Gold Medal', '2-time World Cup Gold Medal', '1-time Olympic Gold Medal', '1-time World Championship Silver Medal', '1-time CHL All-Rookie Team', '1-time CHL Rookie of the Year', '1-time CHL Second All-Star Team', '1-time CHL Top Draft Prospect Award', '1-time Hockey Hall of Fame', '1-time NHL First All-Star Team', '3-time NHL Most Assists', '1-time NHL Most Points (Art Ross Trophy)', '1-time NHL Most Valuable Player (Hart Trophy)', '3-time NHL Second All-Star Team', '1-time NL Champion', '1-time NL Most Valuable Player', '1-time OHL First All-Rookie Team', '1-time OHL Rookie of the Year (Emms Family Award)', '1-time OHL Second All-Star Team', '1-time Spengler Cup Winner', '1-time World Championship All-Star Team', '1-time World Championship Most Points', '1-time World Championship Most Valuable Player']","Son : River Thornton
Cousins : Cody Thornton | Scott Thornton"
Jarome Iginla,Canada,RW,185,95,R,"['Net-Front Presence', 'Power Forward', 'Sniper']",,"('1', '11', '1995')","['1-time U20 WJC Gold Medal', '1-time World Championship Gold Medal', '2-time Olympic Gold Medal', '1-time World Cup Gold Medal', '1-time AEHL U18 Most Points', '1-time CHL First All-Star Team', '2-time CHL Memorial Cup Champion', '1-time Hlinka Gretzky Cup Most Points', '1-time Hockey Hall of Fame', '1-time NHL All-Rookie Team', '3-time NHL First All-Star Team', '1-time NHL Foundation Player Award', '1-time NHL Leadership-Humanitarian Award (King Clancy Trophy)', '1-time NHL MVP Selected by NHLPA (Ted Lindsay Award)', '1-time NHL Mark Messier Leadership Award', '2-time NHL Most Goals (Maurice Richard Trophy)', '1-time NHL Most Points (Art Ross Trophy)', '1-time NHL Second All-Star Team', '1-time U20 WJC All-Star Team', '1-time U20 WJC Best Forward', '1-time U20 WJC Most Points', '1-time WHL (West) First All-Star Team', '2-time WHL Champion', '1-time WHL Player of the Year (Four Broncos Trophy)']","Daughter: Jade Iginla
Sons: Joe Iginla & Tij Iginla
Sister: Theresa Iginla

The Calgary legend holds the franchise record for goals and points in a Flames uniform. Iginla is one of 20 players in NHL history to score 600 goals, totaling 625 over his 21-year career. Iggy also won several awards, including the Maurice Richard (2x), Art Ross, and Ted Lindsay."
Nicklas Lidström,Sweden,D,186,86,L,"['Leader', 'Puck-Moving Defenseman', 'Two-Way Defenseman']",,"('3', '53', '1989')","['1-time World Championship Gold Medal', '1-time Olympic Gold Medal', '1-time Triple Gold Club', '1-time World Championship Silver Medal', '1-time World Championship Bronze Medal', '1-time Hockey Hall of Fame', '1-time IIHF Hall of Fame', '1-time NHL All-Rookie Team', '7-time NHL Best Defenseman (Norris Trophy)', '10-time NHL First All-Star Team', '2-time NHL Second All-Star Team', '4-time NHL Stanley Cup Champion', '1-time NHL Stanley Cup MVP (Conn Smythe Trophy)', '1-time Olympic All-Star Team']","Sons: Kevin Lidström, Adam Lidström, Samuel Lidström
Nephew: Alexander Lundqvist

One of the all-time greats, Lidstrom ranks 6th all-time in defenseman scoring. Over his 20-year career, the Red Wings legend won 7 Norris Trophies, 4 Stanley Cups, a Conn Smythe, and is a member of the Triple Gold Club as well. The 12x All-Star is also the first European to captain a Stanley Cup winning team."
Ryan Smyth,Canada,LW,188,86,L,['Net-Front Presence'],,"('1', '6', '1994')","['1-time U20 WJC Gold Medal', '1-time Olympic Gold Medal', '2-time World Championship Gold Medal', '1-time World Cup Gold Medal', '1-time World Championship Silver Medal', '1-time CHL First All-Star Team', '1-time IIHF Hall of Fame', '1-time Spengler Cup Winner', '1-time WHL (East) Second All-Star Team']","Brother: Kevin Smyth
Son: Alex Smyth

Smyth has won gold at several tournaments, including the U20 World Junior Championship, Olympics, World Championship (x2), and World Cup. He played 15 of his 19 seasons with the Oilers and helped lead the team to Game 7 of the 2006 Stanley Cup Finals. Smyth retired from the NHL in 2014 with 386 goals and 842 points."
Daniel Alfredsson,Sweden / Canada,RW,182,92,R,,,"('6', '133', '1994')","['1-time Olympic Gold Medal', '2-time World Championship Silver Medal', '1-time Olympic Silver Medal', '2-time World Championship Bronze Medal', '1-time Hockey Hall of Fame', '1-time IIHF Hall of Fame', '1-time NHL All-Rookie Team', '1-time NHL Leadership-Humanitarian Award (King Clancy Trophy)', '1-time NHL Mark Messier Leadership Award', '1-time NHL Rookie of the Year (Calder Trophy)', '1-time NHL Second All-Star Team', '1-time SHL Champion']","Brother: Henric Alfredsson
Sons: Fenix Alfredsson, Hugo Alfredsson, Loui Alfredsson

One of the best Swedish players in NHL history, Alfredsson leads the Senators franchise with 426 goals, 682 assists, and 1,108 points. The Ottawa legend won the Calder Trophy his rookie year, scoring 26 goals and 61 points. Over his career, Alfredsson won an SHL Championship in 2005 and Olympic gold with Sweden in 2006. Daniel is also a 6x All-Star and scored at least a point per game in 8 seasons."
Sergei Fedorov,Russia,C,185,93,L,"['Cerebral Tactician', 'Speedster', 'Two-Way Center']",,"('4', '74', '1989')","['1-time U20 WJC Gold Medal', '3-time World Championship Gold Medal', '1-time U20 WJC Silver Medal', '1-time Olympic Silver Medal', '1-time World Championship Silver Medal', '1-time Olympic Bronze Medal', '1-time Hockey Hall of Fame', '1-time IIHF Hall of Fame', '1-time NHL All-Rookie Team', '1-time NHL First All-Star Team', '1-time NHL MVP Selected by NHLPA (Ted Lindsay Award)', '1-time NHL Most Valuable Player (Hart Trophy)', '3-time NHL Stanley Cup Champion', '2-time NHL Top Defensive Forward (Frank J. Selke Trophy)']","Brother: Fedor Fedorov

Fedorov was the 1st Russian player in NHL history to score 1,000 points, totaling 1,179 over his 18-year career. The 6x All-Star helped Detroit win 3 cups in the span of 6 years from 1997-2002. Sergei also won 2 Selke Trophies, a Ted Lindsay, and a Hart Trophy."
Jeff O'Neill,Canada,RW,185,88,R,,,"('1', '5', '1994')","['1-time U20 WJC Gold Medal', '1-time CHL All-Rookie Team', '1-time CHL Second All-Star Team', '1-time CHL Top Draft Prospect Award', '1-time OHL First All-Rookie Team', '1-time OHL First All-Star Team', '1-time OHL Rookie of the Year (Emms Family Award)']","Brothers: Don O'Neill, Ryan O'Neill"
Paul Kariya,Canada,LW,178,82,L,['Speedster'],,"('1', '4', '1993')","['1-time U20 WJC Gold Medal', '1-time World Championship Gold Medal', '1-time Olympic Gold Medal', '1-time Olympic Silver Medal', '1-time World Championship Silver Medal', '1-time CJHL RBC Player of the Year', '1-time Hockey Hall of Fame', '1-time NCAA (Championship) Winner', '1-time NCAA (East) First All-American Team', '1-time NCAA (Hockey East) Champion', '1-time NCAA Top Collegiate Player (Hobey Baker Award)', '1-time NHL All-Rookie Team', '3-time NHL First All-Star Team', '2-time NHL Gentleman Conduct (Lady Byng Trophy)', '2-time NHL Second All-Star Team', '1-time U20 WJC All-Star Team', '2-time World Championship All-Star Team', '1-time World Championship Best Forward']","Brothers: Martin Kariya & Steve Kariya

Kariya was a star from the get-go, drafted 4th overall in 1993 after scoring 100 points in 39 games in the NCAA. In just his 2nd NHL season, he set a career-high with 50 goals and 108 points. Kariya went on to record 402 goals and 989 points in 989 games, retiring in 2010 with 2 Lady Byng Trophies as well as Olympic, World Championship, and World Junior Championship gold."
Radek Dvorak,Czechia,RW,188,88,R,['Speedster'],,"('1', '10', '1995')","['3-time World Championship Gold Medal', '1-time U18 EJC Bronze Medal']",
Mark Messier,Canada,C,185,93,L,['Power Forward'],,"('3', '48', '1979')","['1-time World Championship Silver Medal', '3-time Canada Cup Champion', '1-time Hockey Hall of Fame', '1-time NHL Contribution to U.S. Hockey (Lester Patrick Trophy)', '4-time NHL First All-Star Team', '2-time NHL MVP Selected by NHLPA (Ted Lindsay Award)', '2-time NHL Most Valuable Player (Hart Trophy)', '1-time NHL Second All-Star Team', '6-time NHL Stanley Cup Champion', '1-time NHL Stanley Cup MVP (Conn Smythe Trophy)']","Father : Doug Messier
Sons : Lyon Messier | Douglas Messier
Brother : Paul Messier
Cousins : Joby Messier | Jordan Messier | Marcus Messier | Mitch Messier
Nephew : Luke Esposito
Brother-in-Law : John Blum

The 15x All-Star won 6 Stanley Cups throughout his career, scoring 694 goals while adding 1,193 assists. In 1994, Messier became the first and only player to captain 2 Stanley Cup Championship teams, leading the New York Rangers to their first title in over 50 years."
Chris Drury,USA,C,178,86,R,,,"('3', '72', '1994')","['2-time Olympic Silver Medal', '1-time World Championship Bronze Medal', '1-time NCAA (Championship) Winner', '2-time NCAA (East) First All-American Team', '1-time NCAA (East) Second All-American Team', '2-time NCAA (Hockey East) Champion', '1-time NCAA Top Collegiate Player (Hobey Baker Award)', '1-time NHL All-Rookie Team', '1-time NHL Rookie of the Year (Calder Trophy)', '1-time NHL Stanley Cup Champion', '1-time United States Hockey Hall of Fame']","Son: Luke Drury
Brothers: Ted Drury & Jim Drury
Nephews: Jack Drury, Owen Drury, Ted Drury & Ryan Drury
Niece: Lilly Drury"
Marc Savard,Canada,C,178,87,L,"['Playmaker', 'PP Specialist']",,"('4', '91', '1995')","['1-time AHL All-Rookie Team', '1-time CHL Top Scorer Award', '1-time NHL Stanley Cup Champion', '1-time OHL Champion', '1-time OHL Most Assists', '2-time OHL Most Points (Eddie Powers Trophy)', '1-time OHL Second All-Star Team']","Son: Tyler Savard

Marc Savard was selected 91st overall in 1995 after leading the OHL with 139 points. He led the league again in 1997 with 130 points and won the OHL Championship with the Oshawa Generals. Savard reached the 50-point mark 7 times in the NHL, including back-to-back seasons with 95+ points in 2006 and 2007. His career was cut short after suffering concussions in 2010 and 2011. Despite not playing enough games, the Bruins petitioned to have Savard's name engraved on the Stanley Cup in 2011. The 2x All-Star retired with 207 goals and 706 points in 807 games."
Ron Francis,Canada,C,191,91,L,,,"('1', '4', '1981')","['1-time World Championship Silver Medal', '1-time Hockey Hall of Fame', '1-time NHL Foundation Player Award', '3-time NHL Gentleman Conduct (Lady Byng Trophy)', '1-time NHL Leadership-Humanitarian Award (King Clancy Trophy)', '2-time NHL Most Assists', '2-time NHL Stanley Cup Champion', '1-time NHL Top Defensive Forward (Frank J. Selke Trophy)']","Son: Michael Francis
Second cousin: Mike Liut

Francis ranks 2nd in NHL history with 1,249 assists in 23 seasons, playing for Hartford, Pittsburgh, Carolina, and Toronto. The 6'3 playmaker won 2 Stanley Cups and 3 Lady Byng Trophies over his Hall of Fame career."
