player_name_ep,player_link_ep,date_of_birth,nation,player_pos,height_cm,weight_kg,shoots,player_type,nhl_rights,draft,highlights,description
Kurt Sauer,https://www.eliteprospects.com/player/8870/kurt-sauer,1/16/1981,USA,D,193,100,L,,,"('3', '88', '2000')",['1-time WHL (West) First All-Star Team'],"Brothers: Michael Sauer, Kent Sauer

Kurt Sauer has not played since October 7, 2009 because of post-concussion syndrome."
Dennis Bonvie,https://www.eliteprospects.com/player/11814/dennis-bonvie,7/23/1973,Canada,RW,180,100,R,['Enforcer'],,,['1-time AHL Hall of Fame'],"Brother: Herb Bonvie
Cousins: Dean Melanson, Rob Melanson, Stan Melanson"
Mikhail Kuleshov,https://www.eliteprospects.com/player/39446/mikhail-kuleshov,1/7/1981,Russia,F,189,92,R,,,"('1', '25', '1999')",['1-time Belarus Champion'],Father: Vasili Kuleshov
Bob Boughner,https://www.eliteprospects.com/player/53885/bob-boughner,3/8/1971,Canada,D,183,93,R,"['Defensive Defenseman', 'Enforcer', 'Heavy Hitter']",,"('2', '32', '1989')",[],
Ossi Vaananen,https://www.eliteprospects.com/player/2685/ossi-vaananen,8/18/1980,Finland,D,193,98,L,"['Defensive Defenseman', 'Physical Defenseman']",,"('2', '43', '1998')","['1-time World Championship Gold Medal', '1-time U18 EJC Silver Medal', '1-time World Championship Silver Medal', '1-time World Championship Bronze Medal', '1-time Olympic Bronze Medal', '1-time Finnish Hockey Hall of Fame']",Brother: Jarkko Väänänen
Andrew Brunette,https://www.eliteprospects.com/player/9101/andrew-brunette,8/24/1973,Canada,LW,185,98,L,,,"('7', '174', '1993')","['1-time AHL Calder Cup Champion', '1-time AHL Second All-Star Team', '1-time CHL Second All-Star Team', '1-time OHL First All-Star Team', '1-time OHL Most Assists', '1-time OHL Most Goals', '1-time OHL Most Points (Eddie Powers Trophy)']",Brunette was selected in the 7th round of the 1993 Draft after leading the OHL with 62 goals and 162 points. He reached the 45-point mark 11 times and set career highs in 2007 with 27 goals and 83 points. He retired in 2012 with 268 goals and 733 points.
Pierre Turgeon,https://www.eliteprospects.com/player/8860/pierre-turgeon,8/28/1969,Canada,C,185,90,L,,,"('1', '1', '1987')","['1-time Hockey Hall of Fame', '1-time NHL Gentleman Conduct (Lady Byng Trophy)', '1-time QMJHL Offensive Rookie of the Year (Michel Bergeron Trophy)']","Brother : Sylvain Turgeon
Daughters : Elizabeth Turgeon | Valérie Turgeon
Son : Dominic Turgeon
Elected to Hockey Hall of Fame -- 2023


The 5x All-Star scored 515 goals and 812 assists over 19 years playing for Buffalo, Montreal, St. Louis, Dallas, Colorado, and the New York Islanders. Turgeon had 2 seasons with 100+ points, including 1993 when he scored 58 goals and 74 assists and won the Lady Byng Trophy."
Ian Laperriere,https://www.eliteprospects.com/player/8987/ian-laperriere,1/19/1974,Canada / USA,RW,183,90,R,"['Agitator', 'Enforcer']",,"('7', '158', '1992')","['1-time CHL Third All-Star Team', '1-time NHL Sportsmanship Award (Bill Masterton Trophy)', '1-time QMJHL Most Assists', '1-time QMJHL Rookie of the Year', '1-time QMJHL Second All-Star Team']",Nephew: Shawn Laperrière
Brett McLean,https://www.eliteprospects.com/player/4518/brett-mclean,8/14/1978,Canada,C,180,84,L,"['Offensive Center', 'Playmaker', 'Puckhandler']",,"('9', '242', '1997')","['1-time NL Champion', '1-time Spengler Cup Winner']",A hardworking center with good defensive skills. McLean is a decent goal scorer and playmaker and has also good hockey sense.
Patrice Brisebois,https://www.eliteprospects.com/player/8781/patrice-brisebois,1/27/1971,Canada,D,185,89,R,,,"('2', '30', '1989')","['2-time U20 WJC Gold Medal', '1-time CHL Defenseman of the Year', '1-time NHL Stanley Cup Champion', '2-time QMJHL Champion', '1-time QMJHL Defenseman of the Year (Emile Bouchard Trophy)', '1-time QMJHL First All-Star Team', '1-time QMJHL Second All-Star Team']",
Antti Laaksonen,https://www.eliteprospects.com/player/2675/antti-laaksonen,10/3/1973,Finland,LW,183,82,L,['Two-Way Forward'],,"('8', '191', '1997')","['1-time World Championship Silver Medal', '1-time Olympic Silver Medal', '1-time AHL Calder Cup Champion']",A reliable and experienced player with a good technique. Defensively strong.
Brad Richardson,https://www.eliteprospects.com/player/10211/brad-richardson,2/4/1985,Canada,RW/C,183,86,L,,,"('5', '163', '2003')","['1-time NHL Stanley Cup Champion', '1-time OHL Third All-Star Team']",
Brad May,https://www.eliteprospects.com/player/8971/brad-may,11/29/1971,Canada,LW,185,97,L,"['Enforcer', 'Grinder', 'Physical Forward']",,"('1', '14', '1990')","['1-time U20 WJC Gold Medal', '1-time World Championship Silver Medal', '1-time NHL Stanley Cup Champion', '2-time OHL Second All-Star Team']",
Wojtek Wolski,https://www.eliteprospects.com/player/8832/wojtek-wolski,2/24/1986,Canada / Poland,LW/RW,190,100,L,,,"('1', '21', '2004')","['1-time Olympic Bronze Medal', '1-time KHL Gagarin Cup Champion', '1-time OHL First All-Rookie Team', '1-time OHL First All-Star Team', '1-time OHL Most Outstanding Player (Red Tilson Trophy)', '1-time OHL Second All-Star Team']",
Jim Dowd,https://www.eliteprospects.com/player/8739/jim-dowd,12/25/1968,USA,C,185,86,R,,,"('8', '149', '1987')","['1-time NCAA (CCHA) Champion', '1-time NCAA (Championship) Winner', '1-time NCAA (West) First All-American Team', '1-time NCAA (West) Second All-American Team', '1-time NHL Stanley Cup Champion']","Brother: John Dowd
Sons: Jimmy Dowd, Anthony Dowd"
Paul Healey,https://www.eliteprospects.com/player/9893/paul-healey,3/20/1975,Canada,RW,188,95,R,,,"('8', '192', '1993')","['1-time AHL Calder Cup Champion', '1-time Slovenian Champion', '1-time WHL (East) Second All-Star Team']",
Paul Stastny,https://www.eliteprospects.com/player/10212/paul-stastny,12/27/1985,USA / Canada,C,183,88,L,,,"('2', '44', '2005')","['1-time Olympic Silver Medal', '1-time World Championship Bronze Medal', '1-time NCAA (Championship) Winner', '1-time NCAA (West) Second All-American Team', '1-time NHL All-Rookie Team', '1-time World Championship All-Star Team']",Stastny is a skilled center who plays a two-way game. Owns terrific playmaking/passing skills and sees the ice very well. Could stand to shoot the puck more. Is a hard worker with leadership qualities.
Tyler Arnason,https://www.eliteprospects.com/player/4746/tyler-arnason,3/16/1979,USA / Canada,C/LW,183,93,L,,,"('7', '183', '1998')","['1-time AHL All-Rookie Team', '1-time AHL Rookie of the Year (Red Garrett Memorial Award)', '1-time MJHL Rookie of the Year', '1-time NHL All-Rookie Team', '1-time USHL First All-Star Team']","Arnason was a shifty pivot and solid playmaker but he struggled with consistency, especially as the season dragged on. He was a tricky stickhandler who protected the puck well but he lacked explosiveness in his skating to really surprise defenses. He did have a penetrating shot but too often he shot from too far out. Defensively he struggled with consistency but shook off early-career criticisms to be an average player without the puck. His poor face-off proficiency was a concern, however.
Overall, Arnason was a skilled center with good vision and offensive ability, but would consistently fail to show discipline and motivation in order to really make it as a professional hockey player.
Represented USA on the World championship in 2007."
Ken Klee,https://www.eliteprospects.com/player/9016/ken-klee,4/24/1971,USA,D,185,98,R,,,"('9', '177', '1990')",['1-time AHL Calder Cup Champion'],"Sons: David Klee, Garrett Klee & Mason Klee"
Mark Rycroft,https://www.eliteprospects.com/player/8727/mark-rycroft,7/12/1978,Canada,RW,178,86,R,,,,[],"Brother: Travis Rycroft, Cousin: Daymen Rycroft"
Ben Guite,https://www.eliteprospects.com/player/10407/ben-guite,7/17/1978,Canada,C,185,96,R,,,"('7', '172', '1997')","['1-time NCAA (Championship) Winner', '1-time NCAA (Hockey East) Champion']","Father: Pierre Guité
Son: Patrick Guite"
Jordan Leopold,https://www.eliteprospects.com/player/8997/jordan-leopold,8/3/1980,USA,D,185,93,L,,,"('2', '44', '1999')","['1-time NCAA (Championship) Winner', '2-time NCAA (West) First All-American Team', '1-time NCAA Top Collegiate Player (Hobey Baker Award)']",
Jeff Finger,https://www.eliteprospects.com/player/9153/jeff-finger,12/18/1979,USA,D,185,95,R,,,"('8', '240', '1999')","['1-time USHL Clark Cup Champion', '1-time USHL Defenseman of the Year']",
Kyle Cumiskey,https://www.eliteprospects.com/player/10405/kyle-cumiskey,12/2/1986,Canada,D,180,82,L,"['Puck-Moving Defenseman', 'Speedster']",,"('7', '222', '2005')","['1-time CHL Memorial Cup Champion', '1-time NHL Stanley Cup Champion', '1-time WHL Champion']","Cumiskey is a defenseman who is known for his world-class skating ability. He also has good passing skills and can move the puck well. However, he isn't very big and can be pushed around by larger opponents.
- Erik K."
George Parros,https://www.eliteprospects.com/player/8907/george-parros,12/29/1979,USA,RW,196,101,R,['Enforcer'],,"('8', '222', '1999')",['1-time NHL Stanley Cup Champion'],
Ryan Smyth,https://www.eliteprospects.com/player/8888/ryan-smyth,2/21/1976,Canada,LW,188,86,L,['Net-Front Presence'],,"('1', '6', '1994')","['1-time U20 WJC Gold Medal', '1-time Olympic Gold Medal', '2-time World Championship Gold Medal', '1-time World Cup Gold Medal', '1-time World Championship Silver Medal', '1-time CHL First All-Star Team', '1-time IIHF Hall of Fame', '1-time Spengler Cup Winner', '1-time WHL (East) Second All-Star Team']","Brother: Kevin Smyth
Son: Alex Smyth

Smyth has won gold at several tournaments, including the U20 World Junior Championship, Olympics, World Championship (x2), and World Cup. He played 15 of his 19 seasons with the Oilers and helped lead the team to Game 7 of the 2006 Stanley Cup Finals. Smyth retired from the NHL in 2014 with 386 goals and 842 points."
Jaroslav Hlinka,https://www.eliteprospects.com/player/7287/jaroslav-hlinka,11/10/1976,Czechia,C/LW,179,84,L,,,,"['1-time World Championship Gold Medal', '1-time World Championship Silver Medal', '4-time Czech Extraliga Champion', '2-time Czech Extraliga Most Assists', '1-time Czech Extraliga Most Points', '1-time SHL Most Assists']","A creative center, Hlinka is an terrific passer and playmaker. Thanks to his excellent hockey sense, he is good defensively as well. Strong on the puck and the dot."
Scott Hannan,https://www.eliteprospects.com/player/9041/scott-hannan,1/23/1979,Canada,D,185,98,L,,,"('1', '23', '1997')","['1-time World Cup Gold Medal', '1-time World Championship Silver Medal', '1-time WHL (West) First All-Star Team']",
T.J. Hensick,https://www.eliteprospects.com/player/9410/t.j.-hensick,12/10/1985,USA,C/RW,178,86,R,,,"('3', '88', '2005')","['1-time AHL Second All-Star Team', '1-time ECHL First All-Star Team', '1-time NCAA (CCHA) Champion', '1-time NCAA (Overall) Most Points', '2-time NCAA (West) First All-American Team', '1-time U18 WJC All-Star Team']","A center with natural offensive flair, Hensick skates extremely well. Is hard to contain for a slower defender, and has great hands and hockey sense. Can play wing as well.
Must overcome his lack of size to make it at the NHL level. Needs to play with more constistency in all parts of the game."
Cody McLeod,https://www.eliteprospects.com/player/10411/cody-mcleod,6/26/1984,Canada,LW,188,93,L,"['Physical Forward', 'Role Player']",,,[],
Ruslan Salei,https://www.eliteprospects.com/player/8651/ruslan-salei,11/2/1974,Belarus,D,188,93,L,['Heavy Hitter'],,"('1', '9', '1996')","['3-time Belarus Champion', '2-time Belarus Player of the Year', '1-time IIHF Hall of Fame']","A primarily defensive defenseman, Salei also had some offensive ability, including a hard slapshot and good passing game. He played a tough game and didn't mind dishing it out in the corners and in front of the net."
David Jones,https://www.eliteprospects.com/player/11426/david-jones,8/10/1984,Canada,RW,191,94,R,,,"('9', '288', '2003')",['1-time NCAA (East) First All-American Team'],
Wyatt Smith,https://www.eliteprospects.com/player/8885/wyatt-smith,2/13/1977,USA,C,180,89,L,,,"('9', '233', '1997')","['1-time U20 WJC Silver Medal', '1-time AHL Calder Cup Champion', '1-time USHS-MN State Champion']",Smith was a hard working center with great defensive acumen. Good in a checking role and on the penalty kill. Also showed scoring ability in the AHL.
Johnny Boychuk,https://www.eliteprospects.com/player/9091/johnny-boychuk,1/19/1984,Canada,D,188,103,R,,,"('2', '61', '2002')","['1-time AHL Best Defenseman (Eddie Shore Award)', '1-time AHL First All-Star Team', '1-time NHL Stanley Cup Champion']","Brother: David Boychuk

Nephews (by marriage): Peter Quenneville, John Quenneville & David Quenneville"
Chris Stewart,https://www.eliteprospects.com/player/10442/chris-stewart,10/30/1987,Canada,RW/LW,188,110,R,,,"('1', '18', '2006')",[],A big and strong winger who plays a physical game. Stewart also owns solid offensive instincts and a very good shot. He can also skate well.
Darcy Tucker,https://www.eliteprospects.com/player/8859/darcy-tucker,3/15/1975,Canada,LW,178,83,L,['Agitator'],,"('6', '151', '1993')","['1-time U20 WJC Gold Medal', '1-time AHL Rookie of the Year (Red Garrett Memorial Award)', '1-time CHL First All-Star Team', '3-time CHL Memorial Cup Champion', '2-time WHL (West) First All-Star Team', '3-time WHL Champion']","Sons: Cain Tucker, Cole Tucker
Brother-in-law: Shayne Corson
Nephews: Dylan Corson & Noah Corson
Niece: Willow Corson"
TJ Galiardi,https://www.eliteprospects.com/player/12464/t.j.-galiardi,4/22/1988,USA / Canada,C/LW,188,84,L,,,"('2', '55', '2007')",[],"Galiardi is a forward with good skating ability and size. Has decent offensive instincts, as well as a high energy level. Versatile, he can play center and wing. Can be used in a penalty killing role, too.
- Erik K."
Daniel Tjarnqvist,https://www.eliteprospects.com/player/695/daniel-tjarnqvist,10/14/1976,Sweden,D,187,91,L,,,"('4', '88', '1995')","['1-time U18 EJC Gold Medal', '1-time Olympic Gold Medal', '1-time U20 WJC Silver Medal', '2-time World Championship Silver Medal', '1-time U20 WJC Bronze Medal', '2-time World Championship Bronze Medal', '1-time Liiga Champion', '2-time SHL Champion', '1-time World Championship Best Defenseman']",A very capable two-way defenseman. Tjärnqvist is very steady in his own end where he plays it safe and makes smart decisions. At minor league level he is also quite productive offensively and is a good power play defenseman.
Ray Macias,https://www.eliteprospects.com/player/13618/ray-macias,9/18/1986,USA,D,188,88,R,['Speedster'],,"('4', '124', '2005')",['1-time CHL All-Rookie Team'],Macias is a well-rounded defenseman. He has a good outlet pass as well as fine hands and nice puck control. Excels on the powerplay.
Chris Durno,https://www.eliteprospects.com/player/11552/chris-durno,10/31/1980,Canada,LW,191,99,L,,,,[],Brother: Jon Durno
Wes O'Neill,https://www.eliteprospects.com/player/9480/wes-o-neill,3/3/1986,Canada,D,193,91,L,,,"('4', '115', '2004')",['1-time NCAA (CCHA) Champion'],
Per Ledin,https://www.eliteprospects.com/player/186/per-ledin,9/14/1978,Sweden,LW/RW,183,88,L,"['Agitator', 'Energy Forward', 'Heavy Hitter']",,,"['1-time TV-Pucken Bronze Medal', '1-time Champions Hockey League Champion', '1-time ICEHL Champion', '3-time SHL Champion']","A very aggressive forward. Ledin worked extremely hard, played with plenty of grit and intensity and was good at shutting down the top players on the opposing team. Hockey sense was somewhat limited and offense only decent. A team player and an agitator that always gave his best, but sometimes took foolish penalties."
Matt Hendricks,https://www.eliteprospects.com/player/11554/matt-hendricks,6/17/1981,USA,LW/C,183,95,L,,,"('5', '131', '2000')","['1-time World Championship Bronze Medal', '1-time USHS-MN State Champion']",
Lawrence Nycholat,https://www.eliteprospects.com/player/10899/lawrence-nycholat,5/7/1979,Canada,D,183,91,L,,,,"['1-time AHL Calder Cup Champion', '1-time AHL First All-Star Team', '1-time CHL Second All-Star Team', '1-time WHL (East) First All-Star Team']",Brother: Dan Nycholat
Aaron MacKenzie,https://www.eliteprospects.com/player/11738/aaron-mackenzie,3/7/1981,Canada,D,182,84,L,,,,['1-time Czech Extraliga Champion'],Brother: Andrew MacKenzie
